epoch,train_loss,train_acc,val_loss,val_acc
1,1.0512889925369209,0.5906953308700034,0.7699952326660343,0.69559902200489
2,0.5361557077712807,0.8113873026536782,0.6148076410107042,0.7628361858190709
3,0.34019272870812434,0.8852872018810883,0.5721175727459504,0.7872860635696821
4,0.2488581885376912,0.9192139737991266,0.5521154085989395,0.7946210268948656
5,0.178118415389912,0.9392005374538126,0.5634745811191922,0.8056234718826406
6,0.11246928786214468,0.9638898219684245,0.587653754392871,0.8105134474327629
7,0.08489339432166373,0.972791400738999,0.6197038548645588,0.8031784841075794
8,0.06581315552440153,0.9811891165602956,0.620698570476476,0.8080684596577017
9,0.04238823769025337,0.9887470607994625,0.6194739144268129,0.8166259168704156
